100,NEM12,200506230837,TCAUSTM,NEMMCO
200,NEM1206108,B1E1K1Q1,E1,E1,N1,06108,KWH,30,
300,20050505,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.621,0.415,0.778,0.940,1.191,1.345,1.390,1.222,1.134,1.207,0.877,1.655,1.099,1.625,1.010,0.950,1.255,0.635,0.956,0.880,0.660,0.810,0.878,0.778,0.643,0.838,0.812,0.490,0.598,0.811,0.572,0.417,0.707,0.670,0.690,0.555,A,,,20050510010101,20050511010101
300,20050506,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.534,0.460,0.770,1.003,1.059,1.750,1.423,1.200,0.980,1.111,0.800,1.403,1.145,1.173,1.064,1.178,0.900,1.228,0.768,1.432,0.899,1.211,0.873,0.786,1.504,0.719,0.817,0.780,0.709,0.700,0.565,0.555,0.435,0.786,0.430,0.432,A,,,20050510010101,20050511010101
300,20050507,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.535,0.667,0.790,1.023,1.145,1.777,1.563,1.344,1.087,1.453,0.996,1.125,1.435,1.263,1.085,1.487,1.278,0.768,0.878,0.746,0.476,1.045,1.132,0.896,0.879,0.679,0.887,0.784,0.954,0.720,0.599,0.593,0.674,0.799,0.632,0.610,A,,,20050510010101,20050511010101
300,20050508,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.460,0.810,0.776,1.004,1.034,1.200,1.310,1.342,0.998,1.311,1.095,1.320,1.115,1.436,0.890,1.255,0.916,0.955,0.711,0.780,0.606,0.510,0.905,0.660,0.835,0.798,0.965,1.122,1.004,0.772,0.508,0.670,0.670,0.432,0.415,0.620,A,,,20050510010101,20050511010101
200,NEM1206108,B1E1K1Q1,B1,B1,N1,06108,KWH,30,
300,20050505,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.434,0.460,0.770,0.873,0.786,0.993,0.959,1.225,1.423,1.200,0.980,1.111,0.800,1.403,1.145,1.173,1.065,1.187,0.900,0.998,0.768,1.432,0.899,1.211,1.504,0.719,0.817,0.780,0.709,0.700,0.786,0.430,0.565,0.655,0.543,0.530,A,,,20050510010101,20050511010101
300,20050506,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.635,0.567,0.890,1.123,1.345,1.567,1.543,1.234,0.987,1.123,0.876,1.345,1.205,1.003,1.265,0.985,0.678,0.888,0.655,0.954,0.876,0.845,0.932,0.786,0.999,0.879,0.770,0.578,0.709,0.820,0.625,0.653,0.543,0.590,0.544,0.630,A,,,20050510010101,20050511010101
300,20050507,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.535,0.679,0.790,1.563,1.344,1.056,1.085,1.777,1.087,1.453,1.200,0.980,1.265,1.056,1.085,1.007,1.085,1.487,1.278,0.754,0.476,1.045,1.132,1.087,0.896,0.879,0.790,1.087,0.784,0.599,0.590,0.470,0.674,0.765,0.511,0.610,A,,,20050510010101,20050511010101
300,20050508,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.670,0.690,0.555,0.461,0.415,0.778,0.940,1.191,1.345,1.390,1.222,1.134,1.207,0.877,1.655,1.099,1.625,1.010,0.950,1.255,0.635,0.956,0.880,0.660,0.810,0.808,0.778,0.490,0.598,0.980,0.643,0.838,0.812,0.572,0.417,0.707,A,,,20050510010101,20050511010101
900
